Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,62,5,0,42.0
9,94,9,2,91.0
9,61,9,5,57.0
7,65,4,4,58.0
1,81,5,4,55.0
7,51,4,8,46.0
5,79,9,5,64.0
6,58,4,2,45.0
7,86,4,1,78.0
5,40,6,8,24.0
7,42,7,9,36.0
9,66,8,3,65.0
3,57,7,4,35.0
8,89,7,8,87.0
2,69,5,4,45.0
7,41,6,6,35.0
2,44,6,1,18.0
4,68,4,1,46.0
7,72,7,3,63.0
3,81,8,7,62.0
2,59,5,1,35.0
7,69,6,9,63.0
1,81,4,6,58.0
8,44,8,0,37.0
3,89,7,8,74.0
2,60,8,9,40.0
3,97,6,5,78.0
5,54,5,0,38.0
8,59,7,9,55.0
7,47,5,5,39.0
7,88,9,4,84.0
7,70,8,4,60.0
8,51,8,4,47.0
1,60,4,3,34.0
4,69,7,6,54.0
6,66,8,8,56.0
9,83,6,3,82.0
2,65,9,1,45.0
1,72,6,1,45.0
2,65,5,1,43.0
7,65,9,6,57.0
3,75,9,3,56.0
2,79,6,3,56.0
7,40,8,0,30.0
2,98,6,3,75.0
3,54,7,5,33.0
7,89,5,1,80.0
4,40,9,3,27.0
1,50,7,6,26.0
5,94,8,8,81.0
9,41,8,1,41.0
8,40,6,7,34.0
9,70,4,5,68.0
9,83,9,7,83.0
7,55,9,1,44.0
4,93,4,0,75.0
5,61,8,6,52.0
1,81,8,8,56.0
1,57,9,8,37.0
3,86,5,1,67.0
8,56,9,3,50.0
2,69,8,0,46.0
4,49,8,6,31.0
2,74,5,1,51.0
5,97,7,3,82.0
9,60,7,1,58.0
1,55,5,0,31.0
5,45,5,6,29.0
9,42,7,5,40.0
1,80,7,1,51.0
9,82,7,3,79.0
8,60,7,2,52.0
4,52,9,2,36.0
5,57,9,2,43.0
5,97,6,3,81.0
6,93,5,0,81.0
7,99,4,0,84.0
8,63,6,6,55.0
8,66,4,4,64.0
2,93,4,2,68.0
9,43,8,8,41.0
7,61,5,4,53.0
4,63,9,9,50.0
4,79,6,2,65.0
8,84,5,8,78.0
4,49,7,0,31.0
6,41,5,8,30.0
5,79,4,4,64.0
3,45,9,5,26.0
2,87,7,1,66.0
9,57,5,7,55.0
9,56,5,2,52.0
1,77,9,0,57.0
3,84,4,6,68.0
8,62,7,2,57.0
6,85,4,3,75.0
5,69,9,4,54.0
5,97,5,0,82.0
6,60,6,8,51.0
7,49,6,6,43.0
1,95,8,1,68.0
9,82,6,0,77.0
3,52,9,1,33.0
4,51,9,2,37.0
1,48,9,2,23.0
3,43,7,7,26.0
2,78,8,4,56.0
2,63,7,8,42.0
1,93,6,2,65.0
8,73,6,5,66.0
3,78,5,3,57.0
3,80,7,7,59.0
6,44,4,0,28.0
8,54,5,3,46.0
9,89,7,6,84.0
9,43,9,8,42.0
4,90,8,0,73.0
5,91,7,7,77.0
2,97,8,1,74.0
9,78,8,3,75.0
8,97,6,3,94.0
3,47,4,7,27.0
9,88,7,1,89.0
3,84,4,6,62.0
9,63,8,2,59.0
2,92,6,8,73.0
9,67,4,4,57.0
8,94,5,7,90.0
9,82,8,4,80.0
5,66,5,0,50.0
2,40,9,8,18.0
8,73,4,9,68.0
6,56,4,6,39.0
8,76,4,3,67.0
5,77,9,6,69.0
2,65,7,4,43.0
6,96,8,9,84.0
5,63,8,8,50.0
5,78,8,1,65.0
1,99,7,3,74.0
2,60,4,5,35.0
8,69,4,4,61.0
3,86,9,0,64.0
3,90,5,8,66.0
8,87,7,8,81.0
8,96,6,2,93.0
2,52,7,3,28.0
8,76,9,3,71.0
1,42,5,9,13.0
6,71,5,7,59.0
8,74,5,5,67.0
3,58,4,1,35.0
8,53,6,3,46.0
1,87,5,0,59.0
9,61,8,2,57.0
9,56,4,3,51.0
5,98,6,7,80.0
4,43,8,2,22.0
6,84,6,4,71.0
7,79,9,0,73.0
5,58,6,3,40.0
9,76,8,1,75.0
3,41,7,3,24.0
7,54,6,4,45.0
5,41,7,2,25.0
7,50,6,5,42.0
2,84,9,1,63.0
4,62,8,4,44.0
2,49,6,3,26.0
7,42,5,4,31.0
2,44,9,8,26.0
1,42,5,5,15.0
9,77,9,6,77.0
1,52,9,7,31.0
8,81,6,8,75.0
2,58,8,4,34.0
8,79,8,7,74.0
3,89,4,1,68.0
6,74,8,9,64.0
3,63,7,8,43.0
7,63,6,1,54.0
9,56,5,4,53.0
2,79,8,5,56.0
5,49,5,3,34.0
6,41,4,7,27.0
4,83,6,9,66.0
4,62,8,2,41.0
4,45,5,4,25.0
2,41,9,1,20.0
4,60,8,2,45.0
1,94,4,7,70.0
6,95,9,4,86.0
1,74,5,2,46.0
6,88,5,4,73.0
1,68,6,8,42.0
6,46,6,2,27.0
8,68,5,9,64.0
2,92,9,6,71.0
2,76,6,7,56.0
4,62,5,4,43.0
3,72,9,2,50.0
4,47,7,5,31.0
7,51,8,2,42.0
1,85,7,8,60.0
6,87,7,1,76.0
3,49,8,2,28.0
7,54,5,6,45.0
2,92,5,9,71.0
2,63,6,7,44.0
4,65,4,4,48.0
1,86,5,4,57.0
3,81,8,4,61.0
9,92,4,3,86.0
7,99,8,8,95.0
7,78,8,5,70.0
4,97,8,7,81.0
2,42,4,7,18.0
4,41,7,4,24.0
6,45,9,8,32.0
3,60,8,1,40.0
1,48,6,7,25.0
8,49,5,2,41.0
5,75,9,6,66.0
5,98,5,8,83.0
4,42,5,4,22.0
6,80,4,7,70.0
3,63,6,3,42.0
9,61,6,0,56.0
5,88,9,0,72.0
3,53,6,5,31.0
1,81,6,7,60.0
6,84,6,9,74.0
2,83,9,1,62.0
3,66,7,3,44.0
1,72,6,2,46.0
9,99,6,8,96.0
8,61,4,2,51.0
2,68,4,7,43.0
8,58,6,6,51.0
9,58,7,0,58.0
1,45,6,7,23.0
5,84,6,8,67.0
8,58,6,7,50.0
2,52,8,9,31.0
4,98,7,9,83.0
7,65,5,0,55.0
3,61,6,6,44.0
5,60,5,8,45.0
8,75,7,4,73.0
3,95,6,1,76.0
4,41,5,7,23.0
9,86,9,8,84.0
7,83,5,6,73.0
1,69,7,4,48.0
4,66,6,7,50.0
4,46,8,5,30.0
9,59,7,3,51.0
6,89,8,0,76.0
9,70,6,5,66.0
6,62,5,7,50.0
6,52,9,2,40.0
5,56,9,6,42.0
5,43,7,6,29.0
2,96,7,8,77.0
8,53,7,0,45.0
8,59,4,4,49.0
1,99,9,7,74.0
8,52,9,2,45.0
5,42,6,4,27.0
2,65,4,0,44.0
2,65,7,8,42.0
6,57,7,3,43.0
9,71,8,4,68.0
1,53,4,2,29.0
6,86,5,1,73.0
9,42,9,6,39.0
8,40,6,4,30.0
6,65,5,9,53.0
3,63,5,2,38.0
8,88,6,1,82.0
9,74,7,9,72.0
1,53,9,5,24.0
9,42,8,9,44.0
6,52,7,5,45.0
6,86,7,2,75.0
4,89,4,8,75.0
1,53,5,0,26.0
8,60,5,2,49.0
2,65,9,0,42.0
1,42,5,6,14.0
2,90,8,1,64.0
1,79,8,3,54.0
1,43,8,3,16.0
9,75,6,7,73.0
1,90,9,3,67.0
4,82,8,2,69.0
6,40,4,9,28.0
7,79,4,2,67.0
2,86,7,4,62.0
6,72,7,5,60.0
7,46,9,6,43.0
2,92,7,4,70.0
2,91,7,6,70.0
7,91,4,3,84.0
1,95,7,4,72.0
8,50,4,5,44.0
3,66,8,8,46.0
6,53,8,5,41.0
9,61,9,9,58.0
6,55,6,0,44.0
9,85,7,6,89.0
7,51,8,2,45.0
9,88,8,5,87.0
2,85,9,1,61.0
8,49,5,6,41.0
8,63,5,0,57.0
2,85,9,1,62.0
4,57,4,8,39.0
7,61,6,8,54.0
4,48,9,6,33.0
4,56,5,1,42.0
6,77,6,4,70.0
6,79,8,3,67.0
3,97,9,1,80.0
9,52,4,1,44.0
2,89,6,9,69.0
6,76,5,7,66.0
7,45,8,4,35.0
9,60,9,7,61.0
3,90,7,1,68.0
3,75,8,1,55.0
7,46,5,2,36.0
4,75,9,9,56.0
8,64,5,7,58.0
7,50,7,7,40.0
5,83,8,2,68.0
7,53,6,0,43.0
3,84,6,6,61.0
2,68,8,3,45.0
6,49,6,2,36.0
2,89,9,4,67.0
3,87,8,5,67.0
6,44,8,0,29.0
5,47,5,8,31.0
8,85,4,5,74.0
9,44,5,2,37.0
3,97,6,0,79.0
3,99,4,8,76.0
3,63,8,1,45.0
6,79,6,9,65.0
1,96,7,5,72.0
7,65,6,5,62.0
1,45,4,2,19.0
5,55,4,5,39.0
8,99,8,1,93.0
4,75,9,7,62.0
5,51,7,0,37.0
4,50,8,5,34.0
4,42,7,0,23.0
8,83,7,8,79.0
2,76,8,8,51.0
1,45,6,5,18.0
3,58,5,5,41.0
9,57,7,8,57.0
4,55,4,4,36.0
5,62,8,8,47.0
2,82,9,4,65.0
4,76,6,3,57.0
2,48,7,1,22.0
2,42,9,1,20.0
4,47,6,0,27.0
6,77,8,9,64.0
7,43,9,2,32.0
3,51,4,0,29.0
3,83,7,5,62.0
6,70,7,6,56.0
3,64,9,8,43.0
2,92,6,6,70.0
8,55,8,3,49.0
5,81,5,3,68.0
1,93,7,7,66.0
3,53,4,3,31.0
8,52,7,0,44.0
4,80,7,8,65.0
7,46,5,2,36.0
2,51,5,0,27.0
7,76,8,8,71.0
5,89,7,9,76.0
5,43,7,9,31.0
6,41,6,4,26.0
9,74,6,8,69.0
6,97,9,2,90.0
8,83,9,5,79.0
7,42,4,6,33.0
9,43,4,4,40.0
4,77,6,7,58.0
2,51,9,9,28.0
7,58,4,5,50.0
6,49,7,5,37.0
1,40,9,6,15.0
9,56,5,7,50.0
9,55,9,1,55.0
2,48,7,6,25.0
3,96,6,8,79.0
5,92,8,0,79.0
5,48,8,0,36.0
1,98,6,6,69.0
8,94,7,4,83.0
8,48,4,0,44.0
4,51,9,0,36.0
7,94,9,1,84.0
3,80,4,9,58.0
6,54,8,8,44.0
9,41,6,2,36.0
1,50,6,8,23.0
5,50,5,5,33.0
4,47,8,9,31.0
8,94,6,5,90.0
1,71,5,6,45.0
9,45,4,9,40.0
6,92,8,7,81.0
4,59,8,2,47.0
9,78,6,7,75.0
5,74,6,5,61.0
5,47,7,5,37.0
5,89,4,2,75.0
1,88,4,5,63.0
1,82,9,7,61.0
8,73,5,6,70.0
8,96,5,9,91.0
6,92,7,9,80.0
4,98,9,6,83.0
2,95,4,2,72.0
2,58,5,9,35.0
9,46,4,2,41.0
5,70,4,4,57.0
4,57,9,4,43.0
1,79,5,8,55.0
7,53,6,8,42.0
3,78,6,9,59.0
6,99,9,4,90.0
5,92,5,4,79.0
5,99,7,5,89.0
5,98,8,7,87.0
1,75,9,5,50.0
1,56,4,5,33.0
3,76,9,8,58.0
4,83,8,0,68.0
5,48,9,3,33.0
2,97,5,9,73.0
8,59,4,9,50.0
2,84,8,1,59.0
9,96,6,8,93.0
2,67,7,2,47.0
9,89,9,9,89.0
7,59,9,1,47.0
8,80,8,7,77.0
2,75,7,3,53.0
7,92,9,1,87.0
6,66,6,3,53.0
4,47,8,6,28.0
7,71,5,6,66.0
4,40,4,0,23.0
2,56,6,0,28.0
7,96,7,2,89.0
8,48,7,1,38.0
2,59,6,2,37.0
5,84,5,3,66.0
1,71,9,6,44.0
7,41,5,1,33.0
8,71,9,6,67.0
6,84,9,4,76.0
5,48,7,7,33.0
6,69,9,7,59.0
2,59,6,4,39.0
1,77,9,9,55.0
7,99,6,7,96.0
7,40,4,8,30.0
2,99,7,6,80.0
2,96,5,5,75.0
1,44,8,6,19.0
8,74,5,6,71.0
8,75,5,2,67.0
1,40,8,5,16.0
8,53,7,5,45.0
9,48,9,8,44.0
4,69,4,0,50.0
1,63,5,6,37.0
1,43,9,0,15.0
3,89,5,9,71.0
5,53,7,3,42.0
5,64,7,6,49.0
9,43,6,5,41.0
2,64,7,5,40.0
2,49,7,4,25.0
6,74,5,6,62.0
9,94,4,8,93.0
1,46,5,5,19.0
9,81,9,9,77.0
9,52,7,6,52.0
9,43,6,8,41.0
5,89,4,6,69.0
9,82,6,5,82.0
4,96,8,2,82.0
2,75,6,0,49.0
6,95,6,9,82.0
4,53,9,8,40.0
6,57,7,6,48.0
3,47,9,2,28.0
6,71,7,9,60.0
2,66,9,8,43.0
2,81,7,2,59.0
9,76,7,2,71.0
7,62,7,6,52.0
3,46,6,1,27.0
1,51,8,9,28.0
8,64,7,6,62.0
6,42,8,6,27.0
7,65,8,0,55.0
9,43,5,9,39.0
5,81,5,1,66.0
1,75,4,4,46.0
7,54,9,3,47.0
5,71,5,2,59.0
3,68,7,9,46.0
9,49,8,7,47.0
1,60,9,6,39.0
1,93,4,8,67.0
1,55,5,2,26.0
3,86,6,9,68.0
6,58,9,0,49.0
3,68,4,8,45.0
8,91,7,8,88.0
2,90,9,0,67.0
9,57,8,7,54.0
3,97,7,9,75.0
5,83,7,0,67.0
8,96,9,5,91.0
2,55,6,8,30.0
6,40,6,2,29.0
5,87,9,5,75.0
9,41,9,2,41.0
5,95,9,4,84.0
2,54,8,6,31.0
5,78,5,9,64.0
4,67,7,3,48.0
7,40,9,3,29.0
6,44,5,6,33.0
2,81,8,4,59.0
5,61,7,0,45.0
7,92,5,9,86.0
7,75,7,1,65.0
5,85,6,5,73.0
9,52,9,8,50.0
4,40,6,6,20.0
3,55,4,3,36.0
4,94,8,1,78.0
5,80,9,3,65.0
6,61,5,4,48.0
3,71,7,1,49.0
2,55,4,0,32.0
4,90,8,3,69.0
5,54,8,5,41.0
4,97,8,0,77.0
3,85,5,0,60.0
8,91,9,8,88.0
4,81,6,4,61.0
2,92,4,1,69.0
2,51,5,1,29.0
1,99,7,3,73.0
4,40,5,1,22.0
9,92,7,3,93.0
7,56,7,5,46.0
7,80,8,6,74.0
7,94,5,5,83.0
8,90,6,3,84.0
1,96,7,9,71.0
8,89,8,2,82.0
4,67,6,3,49.0
4,46,5,4,27.0
4,48,6,3,29.0
6,61,5,2,50.0
7,65,7,0,53.0
6,92,4,2,80.0
1,51,4,4,21.0
8,46,9,5,39.0
7,85,9,3,74.0
6,86,7,0,76.0
6,54,6,9,43.0
5,77,5,6,61.0
6,60,4,8,48.0
9,53,5,5,48.0
9,41,7,5,40.0
8,47,6,8,40.0
9,84,5,3,80.0
8,94,6,4,90.0
8,45,4,4,36.0
1,76,5,4,48.0
5,76,8,7,60.0
4,96,4,0,76.0
2,72,6,9,47.0
8,80,7,9,73.0
3,45,8,2,22.0
4,91,9,7,74.0
7,65,5,8,58.0
9,78,9,1,76.0
2,80,4,3,59.0
3,76,5,7,55.0
4,53,5,4,33.0
1,76,8,0,50.0
7,47,8,5,37.0
2,78,8,8,58.0
5,52,8,8,36.0
1,52,7,0,25.0
3,79,6,3,62.0
2,82,8,0,57.0
1,67,4,6,39.0
7,97,5,2,84.0
5,57,9,1,45.0
1,96,8,7,72.0
6,58,4,8,45.0
5,77,7,6,63.0
3,71,4,5,50.0
7,61,9,9,53.0
9,41,9,5,36.0
9,99,4,8,97.0
9,52,7,4,49.0
2,62,9,4,40.0
3,64,7,1,43.0
7,67,5,5,60.0
5,97,8,5,85.0
2,50,9,5,26.0
3,72,4,3,53.0
6,63,6,6,53.0
7,41,6,8,34.0
9,69,5,0,63.0
1,56,6,2,31.0
7,79,5,9,71.0
8,73,8,8,67.0
3,77,5,4,57.0
4,61,7,5,46.0
6,44,7,7,34.0
7,87,7,8,76.0
4,79,9,7,65.0
8,90,7,2,84.0
5,55,7,9,38.0
1,52,7,0,27.0
4,65,7,4,49.0
3,70,9,6,52.0
9,91,7,1,86.0
8,78,7,0,74.0
1,87,8,3,64.0
6,62,9,2,53.0
9,87,7,3,87.0
7,51,5,0,43.0
4,53,8,1,37.0
1,95,9,0,68.0
2,57,6,2,32.0
5,66,4,3,49.0
5,67,9,0,56.0
8,57,8,5,52.0
6,55,7,1,41.0
8,91,8,9,87.0
2,55,4,4,34.0
3,52,4,7,32.0
6,97,9,3,89.0
3,68,7,4,46.0
6,48,7,8,36.0
6,65,5,1,51.0
2,67,4,1,46.0
7,80,7,5,72.0
2,52,4,5,27.0
6,75,5,2,59.0
1,48,6,8,25.0
3,86,4,0,67.0
2,53,5,2,24.0
7,90,5,7,82.0
4,51,5,7,35.0
8,92,8,3,88.0
6,97,9,7,87.0
4,96,7,9,79.0
5,71,4,7,58.0
9,77,9,0,76.0
7,42,8,2,34.0
9,97,4,0,95.0
7,96,9,1,93.0
1,93,8,3,67.0
8,91,7,2,85.0
4,55,5,5,36.0
3,59,9,4,38.0
7,71,9,4,66.0
3,95,4,9,78.0
8,62,5,6,58.0
6,56,7,6,48.0
5,55,4,8,41.0
4,77,6,7,61.0
8,47,6,2,42.0
8,58,6,1,50.0
1,69,7,0,40.0
9,96,6,9,94.0
5,97,9,5,84.0
4,73,4,3,59.0
6,53,9,2,39.0
6,61,6,1,49.0
2,83,4,1,59.0
8,56,9,3,49.0
7,99,7,0,89.0
1,98,5,5,73.0
5,54,9,9,40.0
6,89,8,4,79.0
4,87,6,9,74.0
2,71,8,8,49.0
4,52,5,1,35.0
1,60,7,8,39.0
7,88,9,8,83.0
2,79,7,9,56.0
2,72,5,8,46.0
9,96,8,9,95.0
5,97,9,9,86.0
2,66,6,3,39.0
9,74,4,4,70.0
9,55,7,7,51.0
1,67,5,7,41.0
3,73,9,0,53.0
4,86,8,9,71.0
7,40,6,0,31.0
4,80,8,9,63.0
2,87,6,5,61.0
7,70,9,6,65.0
6,75,4,1,63.0
3,83,4,1,63.0
6,72,5,4,58.0
6,72,5,8,62.0
5,78,6,4,61.0
4,57,6,7,40.0
1,62,6,7,39.0
6,99,6,4,89.0
2,62,9,7,40.0
3,54,9,7,35.0
8,65,4,4,55.0
6,69,5,4,60.0
3,64,5,3,45.0
7,84,7,0,76.0
4,55,5,8,38.0
9,78,5,1,73.0
5,87,8,0,72.0
3,84,8,5,68.0
2,53,7,4,27.0
2,56,6,0,33.0
3,51,7,6,28.0
2,68,7,6,46.0
4,71,4,2,52.0
2,95,9,7,72.0
9,63,5,5,58.0
2,91,4,3,69.0
9,52,9,9,54.0
6,95,5,9,85.0
1,59,7,9,33.0
4,54,5,2,33.0
1,95,6,0,67.0
6,92,6,1,80.0
4,43,7,1,25.0
3,93,8,4,76.0
3,73,6,3,53.0
9,67,7,1,63.0
6,89,4,8,75.0
9,41,8,6,38.0
5,96,6,7,79.0
2,86,7,7,63.0
8,69,7,1,60.0
5,65,4,4,49.0
2,90,4,2,66.0
4,86,8,9,71.0
9,65,9,8,66.0
4,59,6,8,41.0
4,81,7,5,67.0
2,67,8,3,46.0
6,95,8,7,86.0
2,59,4,4,37.0
7,50,7,2,42.0
3,97,5,7,77.0
3,49,9,5,32.0
5,62,9,4,47.0
3,76,4,0,54.0
2,80,7,2,60.0
9,91,8,6,89.0
2,58,9,2,34.0
2,84,8,0,59.0
8,57,6,7,52.0
9,88,5,6,84.0
7,66,4,4,57.0
3,45,9,9,30.0
9,49,6,4,47.0
3,41,6,5,15.0
5,63,5,6,49.0
9,77,4,2,74.0
3,67,4,3,45.0
7,67,8,0,61.0
1,92,4,6,67.0
4,84,6,9,64.0
4,89,8,1,73.0
7,78,4,6,68.0
8,41,5,5,33.0
1,85,6,3,60.0
5,44,7,1,30.0
7,89,5,6,82.0
4,50,5,6,33.0
4,49,4,4,28.0
4,82,8,8,64.0
6,98,8,2,88.0
7,41,6,8,35.0
2,54,4,4,30.0
5,78,8,1,60.0
4,80,9,8,66.0
3,76,7,0,52.0
7,46,9,0,39.0
6,59,4,6,45.0
7,73,4,2,64.0
5,74,8,7,66.0
6,73,5,6,61.0
5,92,4,6,76.0
7,61,5,0,49.0
2,70,6,0,43.0
5,62,6,1,45.0
6,58,8,1,49.0
6,43,6,4,27.0
5,63,9,8,50.0
7,59,9,6,52.0
8,78,9,1,72.0
7,67,8,4,62.0
5,93,8,4,80.0
1,78,9,7,53.0
5,56,5,8,42.0
2,58,9,7,37.0
5,93,5,1,77.0
5,87,6,3,73.0
2,74,5,1,46.0
5,71,4,5,54.0
4,86,7,3,70.0
1,85,4,6,60.0
3,86,4,1,67.0
1,85,8,8,58.0
5,78,7,4,63.0
4,96,8,0,83.0
7,74,5,2,64.0
5,69,9,3,57.0
4,56,5,2,45.0
2,81,7,5,61.0
4,86,6,5,68.0
2,68,5,9,45.0
8,45,4,6,39.0
3,99,7,8,77.0
9,56,7,9,55.0
4,56,5,8,38.0
6,53,5,6,40.0
5,63,8,0,49.0
1,96,8,2,74.0
9,89,4,4,86.0
1,96,7,9,72.0
8,76,6,5,72.0
9,79,6,5,77.0
9,78,7,4,76.0
1,94,4,5,67.0
2,71,8,8,52.0
1,75,8,0,52.0
2,89,8,0,67.0
8,76,6,8,66.0
5,87,6,7,74.0
7,53,4,8,40.0
2,66,6,6,44.0
8,98,5,9,97.0
6,58,6,5,48.0
8,70,8,8,65.0
1,85,4,1,57.0
1,48,7,3,19.0
7,77,7,1,68.0
8,56,4,5,48.0
3,58,5,0,34.0
5,83,7,6,67.0
1,43,8,6,15.0
7,87,7,6,83.0
5,96,7,3,83.0
8,50,8,7,46.0
8,61,6,4,57.0
9,43,5,1,42.0
7,56,8,4,51.0
1,47,8,9,24.0
3,85,9,8,64.0
8,98,4,9,94.0
3,73,5,0,50.0
8,50,6,1,41.0
1,70,9,9,45.0
5,50,8,7,37.0
4,95,9,4,75.0
5,93,6,8,80.0
8,95,9,5,94.0
4,77,9,7,62.0
4,92,9,0,73.0
3,60,8,8,43.0
7,85,8,8,78.0
3,69,4,2,51.0
3,49,7,0,24.0
5,65,5,7,46.0
5,66,4,7,51.0
6,47,6,8,35.0
8,78,9,5,75.0
6,47,8,8,38.0
1,99,9,9,79.0
8,47,8,8,42.0
8,94,5,3,89.0
9,73,4,4,66.0
9,98,4,5,100.0
2,55,6,5,34.0
2,80,4,9,59.0
3,52,4,1,28.0
1,62,7,3,39.0
4,51,5,8,36.0
4,66,9,6,52.0
9,61,4,8,57.0
9,71,6,5,66.0
9,96,9,6,95.0
7,88,8,8,79.0
2,66,4,3,42.0
5,41,4,8,23.0
4,84,9,2,67.0
8,72,8,7,64.0
2,65,7,2,43.0
6,67,5,2,56.0
5,58,7,2,43.0
2,82,6,8,55.0
1,44,9,9,16.0
8,72,4,2,65.0
2,59,7,5,38.0
7,69,5,3,57.0
9,84,6,1,83.0
9,47,7,2,47.0
8,77,4,4,71.0
9,56,5,9,56.0
2,83,4,3,57.0
6,40,4,4,23.0
4,42,6,0,27.0
4,85,5,3,65.0
5,65,8,9,54.0
3,70,4,2,50.0
1,47,5,1,23.0
8,82,4,6,77.0
5,98,7,9,83.0
3,85,7,8,66.0
7,47,5,0,38.0
7,74,6,6,65.0
1,78,8,0,54.0
9,67,7,4,65.0
2,90,6,0,68.0
5,43,8,2,31.0
5,96,7,7,83.0
8,55,8,3,49.0
8,52,9,0,45.0
7,59,4,0,46.0
7,90,5,7,85.0
6,44,7,7,33.0
6,94,7,3,83.0
9,76,4,3,71.0
6,59,7,9,49.0
2,63,7,1,39.0
2,75,9,1,51.0
5,73,7,5,57.0
4,97,7,7,81.0
2,84,7,6,65.0
3,87,6,6,66.0
7,93,7,2,86.0
8,73,4,1,66.0
6,58,9,9,50.0
5,56,7,6,46.0
1,44,8,3,20.0
8,64,9,0,58.0
3,57,9,0,38.0
6,99,8,3,91.0
3,94,4,4,77.0
7,92,6,4,83.0
7,89,4,0,79.0
9,47,6,2,50.0
5,66,5,5,51.0
8,54,8,9,49.0
8,84,9,6,79.0
1,52,9,0,26.0
5,55,9,7,42.0
3,61,8,3,42.0
1,59,8,8,35.0
4,52,6,5,31.0
8,59,9,0,50.0
3,41,4,1,18.0
2,74,6,2,50.0
9,86,9,1,82.0
5,94,8,9,78.0
7,58,8,6,53.0
2,84,8,0,65.0
9,76,9,8,76.0
9,97,8,1,94.0
4,93,5,3,79.0
4,45,8,7,27.0
6,53,9,2,43.0
6,43,6,8,30.0
1,61,8,6,37.0
9,90,7,9,90.0
2,94,5,2,68.0
5,78,9,2,64.0
9,75,8,4,73.0
4,73,7,4,53.0
3,66,9,9,46.0
7,46,6,4,37.0
6,42,5,8,29.0
8,86,8,8,80.0
3,72,6,5,52.0
5,41,9,6,29.0
4,81,7,9,70.0
4,55,9,7,40.0
4,64,9,8,49.0
8,99,5,5,92.0
6,54,8,7,46.0
3,63,6,1,42.0
5,54,5,9,41.0
6,70,7,7,60.0
5,53,8,1,41.0
6,93,5,7,83.0
8,53,7,1,43.0
7,45,7,2,36.0
5,53,6,6,38.0
6,56,9,8,47.0
4,57,7,2,40.0
9,59,7,4,59.0
4,90,9,8,76.0
1,56,4,6,31.0
7,55,7,1,44.0
7,79,8,4,71.0
4,78,5,4,59.0
3,91,9,8,69.0
8,71,9,1,63.0
5,99,9,0,87.0
7,83,8,3,77.0
4,48,9,3,31.0
4,66,8,0,47.0
8,85,6,9,78.0
8,91,4,6,86.0
2,72,9,1,48.0
2,49,4,8,24.0
3,56,9,6,39.0
3,88,8,6,71.0
1,88,5,0,60.0
3,75,4,8,54.0
6,56,4,9,45.0
8,57,8,8,51.0
6,91,4,1,78.0
5,62,6,9,48.0
4,73,8,8,59.0
3,47,4,1,28.0
4,52,4,1,35.0
7,62,4,7,55.0
1,96,8,2,69.0
7,93,5,2,87.0
1,59,7,6,32.0
2,61,9,9,37.0
4,86,4,5,66.0
1,91,7,6,66.0
9,62,7,5,56.0
6,80,4,8,70.0
1,74,4,1,48.0
1,42,9,7,17.0
6,73,7,5,59.0
4,72,5,3,56.0
4,85,7,5,66.0
6,56,5,5,41.0
7,84,6,9,76.0
9,58,5,2,54.0
5,69,9,7,57.0
9,62,8,4,62.0
4,54,4,9,38.0
2,98,6,3,73.0
3,96,7,1,72.0
1,53,5,9,28.0
6,41,6,0,28.0
6,78,8,6,67.0
1,88,5,9,62.0
3,57,9,2,36.0
5,45,7,2,33.0
3,98,7,2,74.0
3,71,5,9,52.0
3,60,8,2,38.0
5,79,4,1,62.0
5,67,4,5,50.0
4,66,7,9,48.0
1,41,8,2,15.0
5,72,7,0,51.0
5,55,4,9,37.0
4,78,7,8,59.0
6,61,5,5,46.0
4,95,9,5,78.0
7,82,5,9,74.0
7,86,9,8,78.0
2,52,8,1,27.0
3,95,4,9,74.0
1,41,8,8,15.0
8,53,8,2,46.0
9,95,4,2,90.0
4,77,6,2,58.0
6,80,6,0,65.0
9,67,7,9,65.0
6,46,6,6,36.0
9,57,5,9,52.0
4,95,9,6,79.0
8,80,8,1,74.0
9,94,7,5,93.0
4,75,8,3,57.0
5,80,4,6,65.0
8,75,6,6,69.0
6,83,4,3,71.0
7,43,7,2,31.0
3,96,9,6,78.0
7,69,5,8,60.0
8,63,6,3,58.0
6,59,4,5,46.0
9,85,9,6,87.0
6,95,6,9,81.0
9,70,8,2,69.0
4,63,5,4,46.0
8,46,9,0,41.0
4,65,6,5,50.0
2,52,5,4,24.0
9,93,9,6,97.0
5,47,8,8,35.0
4,94,8,3,82.0
2,44,4,8,24.0
1,83,7,5,59.0
7,52,4,4,42.0
6,68,5,1,56.0
2,59,4,0,30.0
8,53,9,7,49.0
4,71,6,5,56.0
8,99,9,6,98.0
7,89,4,5,79.0
5,66,7,9,54.0
8,95,9,6,93.0
9,64,9,8,63.0
5,91,9,4,76.0
5,43,7,0,27.0
2,60,9,0,35.0
5,57,5,8,39.0
3,78,8,4,59.0
7,54,7,1,50.0
5,92,5,2,77.0
8,77,7,0,70.0
1,87,7,5,62.0
3,91,8,5,71.0
3,63,6,2,39.0
9,47,5,2,41.0
5,67,7,6,51.0
9,60,7,0,52.0
9,55,4,4,49.0
1,99,9,2,76.0
2,93,6,4,71.0
5,55,8,3,42.0
4,74,5,5,60.0
9,56,7,8,53.0
7,48,9,1,40.0
